Age,Occupation,Residence_Area,Movement_Frequency,Active_Times,Primary_Transport_Mode,Vehicle_Type,Delay_Causes,Accident_Frequency,Accident_Causes,Safety_Rating,Traffic_Regulations_Enforcement,Traffic_Changes,Traffic_Volume(target)
18 - 25,Student,North,Daily,Evening rush hour,Car,Car,Accidents;Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,Maybe,Improvement,2
18 - 25,Self-employed,North,Daily,Late at  night,Car,Car,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Yes,Improvement,2
26 - 35,Student,West,Several times a week,Morning rush hour,Car,Car,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Somewhat unsafe,Maybe,Improvement,2
18 - 25,Employed (full-time),West,Several times a week,Evening rush hour,Car,Car,Accidents;Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use);Inexperienced drivers",Very safe,Maybe,No change,2
18 - 25,Student,North,Daily,Early morning;Mid day;Evening rush hour;Late at  night,Car,Truck,Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Neutral,No,Improvement,2
18 - 25,Student,North,Several times a week,Morning rush hour;Evening rush hour;Late at  night,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours;Clusturing of work places,Rarely,"Distracted driving (e.g., phone use)",Somewhat safe,Yes,Improvement,2
18 - 25,Self-employed,North,Daily,Mid day,Car,Car,Road construction;Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,No change,2
18 - 25,Student,North,Daily,Evening rush hour,Car,Car,Accidents,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,No change,2
26 - 35,Student,South,Daily,Morning rush hour;Mid day,Car,Car,Accidents;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use);Poor road conditions",Very safe,No,Improvement,2
18 - 25,Employed (full-time),East,Several times a week,Evening rush hour;Late at  night,Car,SUV,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions;Weather conditions",Neutral,Yes,No change,2
18 - 25,Student,East,Several times a week,Early morning;Evening rush hour,Walking,Car,Accidents;Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use);Poor road conditions;Weather conditions",Neutral,Maybe,No change,2
18 - 25,Employed (full-time),East,Daily,Morning rush hour;Evening rush hour,Car,Car,Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very unsafe,Yes,Improvement,2
36 - 45,Student,East,Occasionally,Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Rarely,Speeding,Very safe,Yes,Improvement,2
26 - 35,Student,East,Occasionally,Morning rush hour;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,Poor road conditions,Somewhat unsafe,No,Improvement,2
18 - 25,Employed (full-time),East,Several times a week,Evening rush hour;Late at  night,Car,Car,Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,No,Improvement,2
18 - 25,Employed (full-time),North,Daily,Mid day,Car,Car,Road construction;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use)",Somewhat safe,No,No change,2
18 - 25,Student,North,Daily,Early morning;Mid day;Evening rush hour;Late at  night,Car,Car,Accidents,Rarely,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,No change,2
18 - 25,Student,East,Several times a week,Morning rush hour;Evening rush hour,Car,SUV,Heavy traffic due to peak hours,Never,Speeding,Very safe,No,No change,2
46 - 55,Student,West,Several times a week,Early morning;Morning rush hour;Evening rush hour,Car,Car,Accidents;Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use)",Somewhat unsafe,Yes,Improvement,2
18 - 25,Employed (part-time),East,Daily,Morning rush hour;Evening rush hour,Car,Car,Heavy traffic due to peak hours,Never,"Distracted driving (e.g., phone use)",Somewhat unsafe,Yes,Improvement,2
46 - 55,Student,West,Occasionally,Morning rush hour,Car,Motorcycle,Accidents,Rarely,"Distracted driving (e.g., phone use)",Neutral,No,No change,2
18 - 25,Student,West,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,Car,Road construction;Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Neutral,Yes,No change,2
26 - 35,Student,West,Daily,Morning rush hour;Mid day;Evening rush hour,Car,Car,Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Neutral,Yes,Improvement,2
18 - 25,Employed (full-time),West,Occasionally,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Road construction,Rarely,"Speeding;Distracted driving (e.g., phone use);Weather conditions",Very safe,Yes,No change,2
18 - 25,Student,East,Daily,Evening rush hour,Taxi / Uber,Car,Accidents;Road construction;Heavy traffic due to peak hours,Never,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,No change,2
46 - 55,Student,North,Occasionally,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,Car,Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,No,Improvement,2
26 - 35,Student,East,Daily,Evening rush hour,Car,Car,Accidents;Heavy traffic due to peak hours,Sometimes,Speeding,Neutral,Yes,No change,2
18 - 25,Student,East,Occasionally,Evening rush hour,Car,Car;SUV,Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,Maybe,Improvement,2
26 - 35,Student,South,Occasionally,Early morning;Morning rush hour;Mid day;Evening rush hour,Public transit (bus),Car,Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use)",Very safe,Maybe,No change,2
18 - 25,Employed (full-time),North,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Very safe,No,No change,2
18 - 25,Student,East,Occasionally,Early morning;Mid day;Evening rush hour,Car,Car;Truck,Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Maybe,No change,2
18 - 25,Student,North,Daily,Early morning;Morning rush hour,Taxi / Uber,Car,Heavy traffic due to peak hours,Often,Speeding,Somewhat safe,No,No change,2
26 - 35,Employed (full-time),East,Occasionally,Early morning;Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,SUV,Accidents;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use)",Neutral,Maybe,Improvement,2
18 - 25,Employed (full-time),North,Occasionally,Early morning;Morning rush hour;Evening rush hour,Car,SUV,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Neutral,Yes,Improvement,2
36 - 45,Employed (full-time),North,Daily,Early morning;Evening rush hour,Taxi / Uber,SUV,Road construction;Heavy traffic due to peak hours,Rarely,Poor road conditions,Neutral,Maybe,Improvement,2
36 - 45,Student,North,Several times a week,Evening rush hour,Car,Car,Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Neutral,No,No change,2
46 - 55,Employed (part-time),East,Daily,Early morning;Evening rush hour,Car,SUV,Road construction;Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use);Poor road conditions",Neutral,Yes,Improvement,2
18 - 25,Student,North,Daily,Evening rush hour;Late at  night,Car,Car;SUV,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,Speeding,Neutral,Yes,Improvement,2
18 - 25,Student,East,Several times a week,Mid day;Evening rush hour,Car,Car;SUV,Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions;Weather conditions",Neutral,Yes,No change,2
36 - 45,Student,South,Several times a week,Evening rush hour,Car,SUV,Heavy traffic due to peak hours,Sometimes,Speeding,Very safe,Maybe,No change,2
18 - 25,Employed (full-time),South,Daily,Early morning;Mid day;Evening rush hour,Car,Car,Heavy traffic due to peak hours,Never,"Speeding;Distracted driving (e.g., phone use)",Very unsafe,Yes,No change,2
36 - 45,Employed (full-time),East,Daily,Mid day,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours;Closed entries to the main rounds case people to fight over how will get in first through the one entry opened  ,Often,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,No,No change,2
26 - 35,Student,South,Daily,Early morning;Morning rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Rarely,Speeding,Somewhat safe,Yes,No change,2
18 - 25,Student,West,Occasionally,Early morning,Car,Car;SUV,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,No change,2
18 - 25,Employed (full-time),East,Occasionally,Early morning;Evening rush hour,Car,Car,Accidents;Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,No,No change,2
36 - 45,Student,East,Several times a week,Morning rush hour;Evening rush hour,Car,SUV,Road construction,Often,Speeding,Neutral,Maybe,Improvement,2
26 - 35,Student,West,Occasionally,Evening rush hour;Late at  night,Car,Car,Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Maybe,No change,2
18 - 25,Employed (full-time),West,Several times a week,Early morning,Car,Car,Heavy traffic due to peak hours,Sometimes,Speeding,Very safe,No,No change,2
18 - 25,Student,East,Several times a week,Morning rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use);Poor road conditions",Neutral,Yes,No change,2
26 - 35,Student,East,Occasionally,Morning rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,No change,2
18 - 25,Student,North,Daily,Early morning;Evening rush hour;Late at  night,Car,Car,Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Somewhat safe,Maybe,Improvement,2
26 - 35,Employed (full-time),South,Daily,Morning rush hour,Car,SUV,Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Very unsafe,Yes,No change,2
26 - 35,Student,South,Daily,Early morning;Evening rush hour,Car,Car,Heavy traffic due to peak hours;,Often,Speeding;Poor road conditions,Somewhat safe,Yes,Improvement,2
18 - 25,Employed (full-time),West,Several times a week,Morning rush hour;Mid day;Evening rush hour,Car,No car ,Accidents,Often,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Somewhat safe,Maybe,No change,2
46 - 55,Employed (full-time),East,Several times a week,Early morning;Morning rush hour;Evening rush hour;Late at  night,Car,Car;SUV,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat safe,Yes,No change,2
18 - 25,Employed (full-time),West,Several times a week,Mid day,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Somewhat unsafe,Maybe,Improvement,2
18 - 25,Student,East,Daily,Early morning;Late at  night,Car,Car,Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,Improvement,2
46 - 55,Employed (part-time),South,Daily,Morning rush hour;Evening rush hour,Car,SUV,Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use);Poor road conditions",Very safe,Yes,Improvement,2
18 - 25,Student,East,Daily,Morning rush hour,Taxi / Uber,Car,Road construction,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Neutral,No,No change,2
18 - 25,Employed (full-time),East,Several times a week,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Very unsafe,Yes,No change,2
26 - 35,Student,East,Several times a week,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,SUV,Heavy traffic due to peak hours,Sometimes,Poor road conditions,Somewhat safe,No,No change,2
26 - 35,Student,East,Several times a week,Early morning,Car,Car,Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use);Poor road conditions;Weather conditions",Neutral,Yes,Improvement,2
18 - 25,Student,East,Daily,Morning rush hour,Car,SUV,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,Improvement,2
56 and above,Employed (part-time),South,Daily,Mid day;Evening rush hour,Car,Car,Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very safe,Yes,No change,2
18 - 25,Student,South,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,Car,Accidents;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use)",Very safe,Yes,No change,2
18 - 25,Employed (full-time),North,Daily,Evening rush hour,Car,Car,Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Neutral,No,Improvement,2
46 - 55,Employed (full-time),West,Daily,Early morning;Morning rush hour;Mid day;Evening rush hour,Car,Car,Accidents,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Neutral,Maybe,No change,2
18 - 25,Student,West,Daily,Early morning;Mid day;Evening rush hour,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Very unsafe,Yes,No change,2
36 - 45,Doctor ,North,Several times a week,Early morning;Mid day;Evening rush hour,Car,Car,Accidents;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use)",Very safe,Yes,No change,2
26 - 35,Student,North,Daily,Morning rush hour,Car,Car,Accidents;Heavy traffic due to peak hours,Sometimes,Speeding,Very safe,Maybe,No change,2
18 - 25,Student,North,Daily,Early morning;Evening rush hour;Late at  night,Car,Car,Accidents;Road construction;Heavy traffic due to peak hours,Often,"Distracted driving (e.g., phone use)",Somewhat safe,Yes,Improvement,2
18 - 25,Employed (full-time),West,Daily,Evening rush hour,Walking,SUV,Accidents;Heavy traffic due to peak hours,Sometimes,"Distracted driving (e.g., phone use)",Very unsafe,Yes,No change,2
36 - 45,Student,East,Occasionally,Early morning;Morning rush hour;Mid day;Evening rush hour;Late at  night,Car,Car,Heavy traffic due to peak hours,Rarely,"Distracted driving (e.g., phone use)",Somewhat unsafe,Yes,No change,2
26 - 35,Employed (full-time),South,Daily,Early morning,Car,SUV,Accidents;Heavy traffic due to peak hours,Often,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,No change,2
18 - 25,Student,East,Several times a week,Evening rush hour,Car,Car,Accidents,Sometimes,Speeding;Poor road conditions,Neutral,Yes,Improvement,2
18 - 25,Student,West,Several times a week,Evening rush hour;Late at  night,Car,Car;SUV;Truck;Motorcycle,Road construction;Heavy traffic due to peak hours,Rarely,"Speeding;Distracted driving (e.g., phone use)",Neutral,Yes,Improvement,2
46 - 55,Student,North,Daily,Early morning;Evening rush hour,Car,Car,Accidents,Sometimes,"Speeding;Distracted driving (e.g., phone use)",Somewhat unsafe,Yes,No change,2
18 - 25,Employed (full-time),East,Several times a week,Morning rush hour;Mid day;Evening rush hour,Car,SUV,Heavy traffic due to peak hours,Rarely,"Distracted driving (e.g., phone use);Poor road conditions",Neutral,Maybe,Improvement,2
36 - 45,Employed (full-time),North,Occasionally,Evening rush hour,Car,Car;SUV,Heavy traffic due to peak hours,Often,Speeding,Very unsafe,Maybe,Improvement,2
